GeneID,Name,k1’,k2,k2’,kdeg,Transport
ENSMUSG00000024014.7,Pim1,-0.37050520427101,-0.675521370246807,-0.950730848418641,-1.14539243248529,-0.645714682442843
ENSMUSG00000021822.2,Plau,-0.671056797396123,-0.985623032019784,-1.80893481526058,-2.16354285061414,-1.49436858063692
ENSMUSG00000046223.10,Plaur,-0.369555818750336,-0.665380911914904,-1.59765574810216,-1.90624518627552,-1.3018306549376
ENSMUSG00000020120.15,Plek,-0.092619808316933,-0.425531129314027,-1.72821665988647,-2.47045044179224,-1.39530533888937
ENSMUSG00000032369.13,Plscr1,-0.458486449560497,-0.636601855490575,-1.5889679965068,-2.0206822491887,-1.41085259057672
ENSMUSG00000040435.12,Ppp1r15a,0.126724957099373,-0.129815784560593,-0.820593914082301,-1.168884788972,-0.564053172422336
ENSMUSG00000050271.12,Prag1,-0.233107375005932,-0.552216878745695,-1.06910139484323,-1.73293335941865,-0.74999189110347
ENSMUSG00000024953.16,Prdx5,0.233902471876213,0.091149727845084,-1.71730409591414,-2.78348940877244,-1.57455135188301
ENSMUSG00000032841.15,Prr5l,-0.35888629238852,-0.515565761515346,-1.73721453909774,-2.09018136583291,-1.58053506997092
ENSMUSG00000025429.8,Pstpip2,-0.547632310699471,-0.977585963943897,-2.04173163256588,-2.02422185303409,-1.61177797932146
ENSMUSG00000032487.8,Ptgs2,-0.494821618110791,-0.847880496627267,-0.949336758761867,-1.2000904759342,-0.596277880245391
ENSMUSG00000040511.14,Pvr,-0.239073582274466,-0.613980057317119,-1.65515025809352,-1.73436977720341,-1.28024378305087
ENSMUSG00000031504.6,Rab20,-0.277938631368425,-0.466639321660598,-1.02885697731198,-1.51596599348433,-0.840156287019811
ENSMUSG00000089809.9,Rasgef1b,-0.36585549354584,-0.571544180267626,-1.07267878500576,-1.20510754001543,-0.866990098283975
ENSMUSG00000020275.9,Rel,-0.292184032824491,-0.627114841652671,-1.46015495657459,-1.43888711906494,-1.12522414774641
ENSMUSG00000002983.17,Relb,0.147028206413471,0.021316130826379,-1.88746247516717,-2.1781817522461,-1.76175039958008
ENSMUSG00000026358.13,Rgs1,0.086414549434894,-0.003558900792325,-1.20094744421413,-1.46368103232616,-1.11097399398691
ENSMUSG00000054855.13,Rnd1,-0.029460297491483,-0.116266145586978,-1.20099649261896,-1.65446225212379,-1.11419064452347
ENSMUSG00000017144.8,Rnd3,5.46111278093202,5.29767987922426,-1.13958276987789,-1.58984647031314,-0.976149868170123
ENSMUSG00000048234.13,Rnf149,-0.566741190569198,-0.66165526988895,-2.01057923794825,-2.470414457084,-1.91566515862849
ENSMUSG00000022280.8,Rnf19a,-0.258590512440004,-0.38975532340492,-1.50616194030196,-1.74257866413966,-1.37499712933704
ENSMUSG00000041959.14,S100a10,-0.365200293596422,-0.732958540005884,-1.45233796238149,-2.67238128589818,-1.08457971597202
ENSMUSG00000022876.17,Samsn1,-0.039394207834113,-0.482755849297457,-1.22165751633762,-1.77772155299991,-0.778295874874277
ENSMUSG00000017009.3,Sdc4,-0.194341331538529,-0.587745709321628,-1.39620276958345,-2.08672824812066,-1.00279839180035
ENSMUSG00000038806.7,Sde2,-0.392574652582586,-0.676001600182466,-1.42983575087809,-1.77071992386188,-1.14640880327821
ENSMUSG00000026582.6,Sele,-0.505599355792752,-0.820637448924513,-1.54149674588404,-1.6326504221441,-1.22645865275228
ENSMUSG00000037411.10,Serpine1,-0.158766823464087,-0.525242930411415,-1.36668890368703,-1.7816859499257,-1.0002127967397
ENSMUSG00000032261.16,Sh3bgrl2,-0.573877353842692,-0.887884515840094,-1.62074726174007,-2.33479748632847,-1.30674009974267
ENSMUSG00000027660.16,Skil,0.196423033569546,0.001171116243657,-1.73141066408281,-2.04789076702604,-1.53615874675693
ENSMUSG00000036067.12,Slc2a6,-0.455403818079797,-0.596587728936097,-2.31623449472509,-2.53021292776193,-2.17505058386879
ENSMUSG00000031596.15,Slc7a2,-1.2352312775447,-1.83078522451025,-1.87358495508048,-2.04709377448628,-1.27803100811493
ENSMUSG00000042364.10,Snx18,-0.335068214684773,-0.687582918268663,-1.62067546630421,-2.07911326666,-1.26816076272032
ENSMUSG00000053113.3,Socs3,0.571383078371057,0.26206316671036,-0.62521389785439,-0.920678963239122,-0.315893986193693
ENSMUSG00000006818.4,Sod2,-0.438850414359735,-0.462286628687739,-1.57452180940638,-2.34183841705055,-1.55108559507837
ENSMUSG00000098188.1,Sowahc,0.056575270356077,-0.282715026535508,-1.10923868968018,-1.36579930894436,-0.769948392788594
ENSMUSG00000061878.15,Sphk1,-0.371487253103005,-0.506215336156919,-1.74949874770242,-1.83665343663077,-1.6147706646485
ENSMUSG00000029304.14,Spp1,-1.63959608297402,-2.85271618174896,-0.654484173731761,-1.02173762966409,0.558635925043182
ENSMUSG00000027351.14,Spred1,-0.390672441705131,-0.788052805943791,-1.61384225977803,-2.02330747149092,-1.21646189553937
ENSMUSG00000015837.15,Sqstm1,-0.386087636181783,-0.650776762934738,-1.47329370334712,-2.21900671272838,-1.20860457659416
ENSMUSG00000020077.14,Srgn,7.57511756704987,7.07025790734182,-1.51115506053844,-2.72977238311039,-1.00629540083039
ENSMUSG00000039232.12,Stx11,0.326547271829574,0.211402391413714,-1.72703637761723,-2.1440217642945,-1.61189149720137
ENSMUSG00000026470.14,Stx6,-0.056074684390671,-0.309489838884348,-1.90371846660596,-2.25949694296931,-1.65030331211229
ENSMUSG00000033450.7,Tagap,5.01613567065454,4.8465459214331,-0.900390190847961,-1.18376936389262,-0.730800441626525
ENSMUSG00000026547.15,Tagln2,0.221228987511821,-0.023198941856411,-1.52213052188293,-2.53879132905349,-1.2777025925147
ENSMUSG00000029553.10,Tfec,-0.238574369174524,-0.455980157739688,-1.65298856831783,-1.9150687624801,-1.43558277975267
ENSMUSG00000037820.15,Tgm2,1.51595521765329,1.27098482099405,-1.69840817838028,-2.55965702750957,-1.45343778172103
ENSMUSG00000027995.10,Tlr2,-0.357223485573517,-0.797735589704382,-1.38810778162354,-1.97347523725519,-0.947595677492679
ENSMUSG00000024401.14,Tnf,0.022537973297087,-0.390668357249403,-0.818898522917841,-0.956248568149757,-0.405692192371352
ENSMUSG00000021281.15,Tnfaip2,0.234358811175447,0.114702391614058,-1.66576568986447,-1.79830886747307,-1.54610927030308
ENSMUSG00000019850.11,Tnfaip3,0.058112525739601,-0.098307790479504,-1.07071566672946,-1.17435921454413,-0.914295350510353
ENSMUSG00000028599.10,Tnfrsf1b,-0.36693363389532,-0.862068983686334,-1.64193034084649,-2.03883968878044,-1.14679499105547
ENSMUSG00000026700.4,Tnfsf4,-0.711120682301802,-1.10620660492799,-1.29165070743861,-1.36559335722219,-0.896564784812417
ENSMUSG00000035678.7,Tnfsf9,0.295260906626603,-0.13004777875134,-1.24071181178608,-1.27600020953615,-0.815403126408141
ENSMUSG00000070544.6,Top1,-0.687398975526084,-0.794985756844193,-1.66889028179742,-2.21217966377995,-1.56130350047931
ENSMUSG00000032501.8,Trib1,-0.254138745543204,-0.571523218267626,-0.716688897297698,-1.06434172764702,-0.399304424573277
ENSMUSG00000035235.12,Trim13,0.06258895766388,-0.180582646723876,-1.32704509317232,-1.79185662814116,-1.08387348878457
ENSMUSG00000001473.6,Tubb6,-0.281245352452826,-0.645100329348538,-1.07773940724131,-1.98307944476922,-0.7138844303456
ENSMUSG00000020250.10,Txnrd1,0.433343622446805,0.207482949009157,-1.77828702274801,-2.33557418915323,-1.55242634931037
ENSMUSG00000026728.9,Vim,8.2873893950449,8.14808048686226,-1.70933058551636,-2.79475270815575,-1.57002167733372
ENSMUSG00000044786.6,Zfp36,-0.132567712216299,-0.713239178181163,-0.596022969137578,-1.06897492738917,-0.015351503172713
ENSMUSG00000071757.10,Zhx2,-0.830684752205363,-1.30413417541572,-1.22236067854142,-1.76046698897788,-0.748911255331063
ENSMUSG00000035671.6,Zswim4,-0.64071401567597,-0.795533623741525,-1.52742071094722,-1.68129658134539,-1.37260110288167
